"","region","region_code","geography","year","P","G","E","F","g","e","f","ef","G_ppp","G_mer"
"4951","Non-OECD",NA,"region",1990,4.188763765,8.25714685840668,138.245314308989,9678.06486017933,1.97126105019357,16.7425040004272,70.0064585085908,1172.08341163582,17.6969895502511,8.25714685840668
"4952","Non-OECD",NA,"region",1991,4.266744984,8.38179750929949,139.035119196525,9697.30456159122,1.96444773257616,16.5877449368429,69.7471589741595,1156.94808313279,17.8910219610988,8.38179750929949
"4953","Non-OECD",NA,"region",1992,4.341220139,8.4869286403859,139.802243246916,9767.10610264219,1.95496389693356,16.4726544985489,69.863729478158,1150.84107767378,18.0334509963027,8.4869286403859
"4954","Non-OECD",NA,"region",1993,4.417031326,8.71689618637518,139.418430012191,9741.36438894576,1.97347393374026,15.9940450168613,69.8714250913165,1117.52671830277,18.4473358971379,8.71689618637518
"4955","Non-OECD",NA,"region",1994,4.4923962,8.96062614594288,140.385205306985,9786.54564065298,1.99462063162258,15.6668968240069,69.7120869628134,1092.17207383259,18.8790569680534,8.96062614594288
"4956","Non-OECD",NA,"region",1995,4.568551199,9.40266168263165,142.515295909814,9905.31473338773,2.05812768054121,15.1569098963823,69.5035200969303,1053.45859159057,19.784506056923,9.40266168263165
"4957","Non-OECD",NA,"region",1996,4.643027505,9.82261927788108,145.849242350507,10099.8748115996,2.11556344805265,14.8483045330826,69.248730050496,1028.226232319,20.7082561186773,9.82261927788108
"4958","Non-OECD",NA,"region",1997,4.717231336,10.2628800334637,147.151442754522,10156.2217096526,2.17561516543435,14.3382210719322,69.0188388203245,989.60736913387,21.5817530280837,10.2628800334637
"4959","Non-OECD",NA,"region",1998,4.790793084,10.4301488523936,148.5631895881,10197.2903863247,2.17712363475424,14.243630813956,68.6394147473359,977.674482947058,21.92806800359,10.4301488523936
"4960","Non-OECD",NA,"region",1999,4.863101436,10.8170110133886,151.850199903624,10400.6957020412,2.22430297943483,14.038092382052,68.4931314456112,961.512906769523,22.8462833985217,10.8170110133886
"4961","Non-OECD",NA,"region",2000,4.934915925,11.4705161327701,156.713613682976,10665.2866353119,2.32435897735586,13.6622983542354,68.0559039171113,929.800064082755,24.2029165779622,11.4705161327701
"4962","Non-OECD",NA,"region",2001,5.005834405,11.9157897422971,162.011716283173,11032.8892812536,2.38038032788204,13.5963893109061,68.0993296927347,925.904998314169,25.1872601366651,11.9157897422971
"4963","Non-OECD",NA,"region",2002,5.07641595,12.4312788385135,168.428145167117,11496.5520502303,2.44882983604081,13.5487384166227,68.2579033262122,924.808477033972,26.3465166317902,12.4312788385135
"4964","Non-OECD",NA,"region",2003,5.147121747,13.1571547922864,180.356415395009,12473.1038010466,2.55621596671091,13.7078584422178,69.1580821992307,948.009200922318,28.0424090656729,13.1571547922864
"4965","Non-OECD",NA,"region",2004,5.218340323,14.2081357999656,195.843633164904,13626.7175748973,2.72273077655415,13.7839077499089,69.5795791503896,959.078500286454,30.221474631618,14.2081357999656
"4966","Non-OECD",NA,"region",2005,5.290137705,15.2099635027296,208.356931665533,14620.3087356754,2.87515455190398,13.6987134537266,70.1695336882039,961.232335176321,32.3517995471672,15.2099635027296
"4967","Non-OECD",NA,"region",2006,5.362332355,16.4273958435293,220.392577693351,15528.3444888864,3.06347961222729,13.4161604062255,70.4576562940889,945.2712186882,34.9224834152565,16.4273958435293
"4968","Non-OECD",NA,"region",2007,5.434829121,17.8354577871901,232.86818650198,16439.8475663535,3.28169614722098,13.0564737547265,70.5972241777808,921.750804633738,37.8849970632318,17.8354577871901
