,0
0,0.01147187062006207
1,0.010617418803365884
2,0.019454111489460347
3,0.026009662295623497
4,0.052236411353929146
5,0.08293401745940036
6,0.12994638423001176
7,0.1902498642445535
8,0.272611134478702
9,0.31070443071687226
10,0.39271005976305123
11,0.5888664120204286
12,0.76124761010921
13,1.1127741234904556
