"","region","region_code","geography","year","P","G","E","F","g","e","f","ef"
"171","Finland","FIN","nation",2025,0.00567395665642017,0.292370910111937,1.10814758402516,44.6375098102753,51.5285765852856,3.79021149402617,40.2811958025817,152.674251324064
"172","Finland","FIN","nation",2030,0.00572785683839803,0.312752092349588,1.13550925276652,44.4514226561108,54.6019394641606,3.63070073883718,39.1466846684082,142.129896948616
"173","Finland","FIN","nation",2035,0.00577116948463025,0.333138331638845,1.16013475463375,45.6744482919718,57.7245794853291,3.4824415098874,39.369950869536,137.103551150299
"174","Finland","FIN","nation",2040,0.00580004458211839,0.353681339527907,1.19296875712338,46.6762759898637,60.9790725778749,3.37300452072408,39.1261512182555,131.97268493771
"175","Finland","FIN","nation",2045,0.00581255712436325,0.373679450106355,1.21485809211647,47.9484567230511,64.2883058370442,3.25107011308945,39.4683601600887,128.314406129115
"176","Finland","FIN","nation",2050,0.00580678210486562,0.397342658836713,1.25042826148024,49.8643351593233,68.4273409370349,3.14697713339181,39.877805625006,125.494542431738
"177","France","FRA","nation",2015,0.066548272,2.78128818159705,9.40559363651038,306.657213979711,41.7935447158876,3.3817400507953,32.6037064571169,110.257259930406
"178","France","FRA","nation",2020,0.0680679058239944,3.00909784467897,9.48809884384819,311.792013363612,44.2072928240176,3.15313736328851,32.8613791334782,103.616442354959
"179","France","FRA","nation",2025,0.0689095491726682,3.25102172570192,9.54703113480377,303.159827402441,47.1781017977024,2.93662483376438,31.7543562099918,93.2506310264619
"180","France","FRA","nation",2030,0.0695641606660812,3.47765051796009,9.78276029862609,301.895999071109,49.9919855951883,2.81303720661512,30.8600016616484,86.8103328704215
"181","France","FRA","nation",2035,0.0700901877590023,3.70433554216225,9.99491654606617,310.202292192125,52.8509861451537,2.69816716987577,31.0360062300086,83.7403330938691
"182","France","FRA","nation",2040,0.0704408724876164,3.93276375662805,10.277791542653,317.006298806087,55.8307076238931,2.61337628667152,30.8438147913885,80.6064941663031
"183","France","FRA","nation",2045,0.0705928358700158,4.15513297912912,10.4663748737108,325.646433373115,58.8605476450905,2.51890250595649,31.1135839583833,78.3720846020595
"184","France","FRA","nation",2050,0.070522698924293,4.41825630303559,10.7728227866798,338.658301161731,62.6501306732269,2.43825211753295,31.4363568275224,76.6497636022277
"185","Germany","DEU","nation",2015,0.081686611,3.70215181297157,12.7006144511434,755.626809194733,45.3214029527014,3.43060336063019,59.4952954521586,204.104760519862
"186","Germany","DEU","nation",2020,0.0835519297124539,4.00538754480677,12.8120233498377,768.279347264713,47.9388993000092,3.19869755585804,59.9654969622302,191.811488568898
"187","Germany","DEU","nation",2025,0.0845850293070438,4.32741060615525,12.8916011346193,747.008981407132,51.1604788886074,2.97905660171984,57.9453997689321,172.622625720933
"188","Germany","DEU","nation",2030,0.085388551213947,4.62907448970448,13.2099122737457,743.894811820248,54.2118870023455,2.85368323692475,56.3133801651899,160.700548991973
"189","Germany","DEU","nation",2035,0.0860342384605656,4.9308132231721,13.4963922989594,764.362152815803,57.3122202439459,2.73715342441564,56.634553581755,155.017462276552
"190","Germany","DEU","nation",2040,0.0864646966249781,5.23487230410948,13.8783656659111,781.127745057137,60.5434646560388,2.65113738400387,56.2838423385681,149.216198539158
"191","Germany","DEU","nation",2045,0.0866512284962234,5.53086630634146,14.1330145772122,802.417696886963,63.8290581948589,2.55529853632656,56.7761175440068,145.079930058505
"192","Germany","DEU","nation",2050,0.086565136863341,5.88110778691903,14.5468190580766,834.479933451291,67.9385258317496,2.47348281737534,57.3651139895068,141.891623769823
"193","Greece","GRC","nation",2015,0.010820883,0.244718538732076,1.06749959357294,75.2239279871638,22.6153945784347,4.36215253288049,70.4674066763699,307.389576518847
"194","Greece","GRC","nation",2020,0.0110679785190585,0.264762936945584,1.07686362509551,76.48350957036,23.9215260934665,4.06727481390959,71.0243226607051,288.875438732874
"195","Greece","GRC","nation",2025,0.0112048314219217,0.286049209630327,1.0835522190402,74.366008642572,25.5290953392379,3.78799235432434,68.6316795220489,259.97627729396
"196","Greece","GRC","nation",2030,0.011311272568593,0.305989705995644,1.11030659481897,74.0559877885036,27.0517489645911,3.62857499145666,66.6986831691998,242.02117371085
"197","Greece","GRC","nation",2035,0.0113968056328825,0.325935150068018,1.13438553301986,76.0935462319091,28.598816244406,3.48040256714605,67.0790873269861,233.462227734657
"198","Greece","GRC","nation",2040,0.0114538276757421,0.34603397305915,1.16649078395439,77.7625893204787,30.2112082401946,3.37102965249887,66.6636979821345,224.725302643004
"199","Greece","GRC","nation",2045,0.011478537227648,0.365599680614921,1.1878942845774,79.8820400649589,31.8507204676143,3.24916663652283,67.2467584885948,218.495924095451
"200","Greece","GRC","nation",2050,0.0114671328190761,0.388751238860045,1.22267497308981,83.0738899901789,33.9013461336508,3.14513460246485,67.9443775480608,213.694212869342
"201","Hong Kong","HKG","nation",2015,0.0072913,0.264386769836358,1.11428321766555,90.5262362150177,36.2605803953147,4.21459522484894,81.2416760656886,342.400780005175
"202","Hong Kong","HKG","nation",2020,0.00776565190378983,0.326615392132171,1.21820600480534,101.561080158302,42.0589792304205,3.72978749364136,83.3693806775571,310.950073403778
"203","Hong Kong","HKG","nation",2025,0.0082076469246472,0.405415494875689,1.38275041777668,115.959506599021,49.3948507529295,3.4106994805432,83.8614872996905,286.026331170635
"204","Hong Kong","HKG","nation",2030,0.00860757799769237,0.490930456111283,1.58193575979461,125.507494188326,57.0346799346922,3.22232149197935,79.3379209056006,255.652287663075
"205","Hong Kong","HKG","nation",2035,0.00896544512292536,0.585545121975591,1.76957412546368,141.320154179102,65.3113274296114,3.02209694701794,79.861110165177,241.348017215645
"206","Hong Kong","HKG","nation",2040,0.00928124830034614,0.692373428089265,1.99474016426657,159.212119713745,74.5991708963807,2.88101779089274,79.8159693005856,229.951227552336
"207","Hong Kong","HKG","nation",2045,0.00955239897932014,0.808696594200851,2.23433992350553,178.266050111139,84.6590051307099,2.76289023538363,79.7846595478861,220.436256798262
"208","Hong Kong","HKG","nation",2050,0.0097743671962368,0.93780387134128,2.49414689135501,199.544531660244,95.9452261730397,2.65956130868579,80.0051241375908,212.77853265294
"209","Hungary","HUN","nation",2015,0.009843028,0.145140270520198,0.867795401260385,44.3008919723499,14.7454899569724,5.9790118769251,51.0499271003364,305.228120449072
"210","Hungary","HUN","nation",2020,0.0100677941408748,0.157028415138078,0.875407641622318,45.0426850312959,15.5971022987598,5.57483587191883,51.4533834178351,286.844167609341
"211","Hungary","HUN","nation",2025,0.0101922800035131,0.169653103859404,0.880844956166557,43.7956459260089,16.6452554090869,5.19203560753321,49.7200394001322,258.148214973441
"212","Hungary","HUN","nation",2030,0.0102891023411207,0.181479625265442,0.902594214343508,43.6130683774448,17.6380425861014,4.97352919383278,48.3196852853375,240.319365403438
"213","Hungary","HUN","nation",2035,0.0103669060052696,0.193309081110139,0.922168546702765,44.8130277375046,18.6467477386095,4.77043572607619,48.5952680751632,231.820602944008
"214","Hungary","HUN","nation",2040,0.0104187751147023,0.205229504553269,0.948267656515108,45.7959609549315,19.6980453358344,4.62052305090946,48.2943403587465,223.145112856055
"215","Hungary","HUN","nation",2045,0.0104412517287897,0.216833742230876,0.965667063056669,47.0441483466874,20.7670256271093,4.45349073959377,48.7167370064135,216.959537121287
"216","Hungary","HUN","nation",2050,0.0104308779069032,0.230564714326702,0.993941098686707,48.9238932963696,22.1040564739151,4.31089857608623,49.2221252959684,212.191589850328
"217","Iceland","ISL","nation",2015,0.000330815,0.0157248607184616,0.200241541728284,2.91868154850771,47.5336992532431,12.73407410809,14.5758044175878,185.609373638589
"218","Iceland","ISL","nation",2020,0.000338369180572633,0.0170128521053253,0.201998046480286,2.96755319911258,50.2789647583564,11.8732617687929,14.6909994963847,174.430082665779
"219","Iceland","ISL","nation",2025,0.000342553034428245,0.0183806425265866,0.203252692731717,2.88539435614525,53.6578009220256,11.0579753911063,14.1960941199132,156.98005942783
"220","Iceland","ISL","nation",2030,0.00034580714298261,0.0196619575002139,0.208271277737438,2.87336557526882,56.858158945556,10.5926013590037,13.7962642111948,146.138327032676
"221","Iceland","ISL","nation",2035,0.000348422051642368,0.020943590398281,0.212788004242588,2.95242265712965,60.1098303036749,10.1600537537276,13.8749487671483,140.970225304443
"222","Iceland","ISL","nation",2040,0.000350165324082206,0.0222350789539829,0.218810306249453,3.0171813768166,63.4988030647,9.84077037469924,13.7890277132416,135.694655416375
"223","Iceland","ISL","nation",2045,0.00035092074213947,0.023492311151293,0.22282517425403,3.09941587249384,66.9447779235468,9.48502566729226,13.9096306459537,131.933203699426
"224","Iceland","ISL","nation",2050,0.000350572087651502,0.0249799590863704,0.229349334761468,3.22325935862414,71.2548430587051,9.18133348291216,14.0539293997798,129.033812564682
"225","India","IND","nation",2015,1.310152403,2.29494736071964,27.269474437682,2149.37918013797,1.7516644288593,11.8823964786412,78.8199708450511,936.57014401584
"226","India","IND","nation",2020,1.38924907397553,3.21720040514543,31.9744189709441,2475.25418322113,2.31578373195454,9.93858477694016,77.4135781941949,769.381409769292
"227","India","IND","nation",2025,1.46399643951378,4.21500224306506,36.4873249518281,2740.24907864427,2.87910689486713,8.65653749339296,75.1013970539646,650.118059403836
"228","India","IND","nation",2030,1.53227042021516,5.29985283599334,42.5365393517364,3096.18833242374,3.45882343356151,8.02598499770681,72.7889099491904,584.202699251634
"229","India","IND","nation",2035,1.59235152323238,6.49838697217988,49.834004342102,3638.63331284421,4.08100025488627,7.66867294229252,73.015069948335,559.928691292392
"230","India","IND","nation",2040,1.64312713554659,7.79217964516494,58.2837006467359,4251.08504845751,4.74228650759446,7.47976860144659,72.9378025294552,545.557885218331
"231","India","IND","nation",2045,1.68520413698626,9.06215768395037,66.4453391228027,4879.96474962985,5.37748364430004,7.33217644628734,73.4432966112313,538.499209550565
"232","India","IND","nation",2050,1.71888596746561,10.1512698429986,73.4547462846013,5414.89366737625,5.90572617098389,7.23601553506762,73.7174102595928,533.420325843367
"233","Indonesia","IDN","nation",2015,0.258383256,0.988128596686365,6.73222436756255,497.93498466724,3.82427488523624,6.81310549066052,73.9629218340389,503.917188852785
"234","Indonesia","IDN","nation",2020,0.27519295926156,1.22070408168869,7.36010021531449,558.631585779144,4.43581145740162,6.02938937103638,75.8999972061214,457.63063641628
"235","Indonesia","IDN","nation",2025,0.290856025192864,1.51521441210684,8.35423697425508,637.829402332154,5.20949982419004,5.51356752384561,76.3480141032302,420.949931069676
"236","Indonesia","IDN","nation",2030,0.305028462594834,1.83482109550373,9.55766568244631,690.34762525475,6.01524552789325,5.20904501581521,72.2297314209942,376.247922452201
"237","Indonesia","IDN","nation",2035,0.317710271467471,2.18843734137078,10.691330407554,777.324361936407,6.88815420182233,4.8853719525994,72.7060461425069,355.196078609001
"238","Indonesia","IDN","nation",2040,0.328901451810775,2.58770128438813,12.0517280776832,875.738213618021,7.86771013062266,4.65731038987866,72.6649496215958,338.423224852667
"239","Indonesia","IDN","nation",2045,0.338510272638324,3.02245165772603,13.4993307266669,980.5433942702,8.92868518928321,4.46635124573778,72.6364450300646,324.419876745993
"240","Indonesia","IDN","nation",2050,0.346376204723884,3.50498182616725,15.0690203460467,1097.58460604366,10.1190029175395,4.29931483054933,72.8371573492234,313.149870806571
"241","Iran","IRN","nation",2015,0.078492215,0.476462445364325,9.68551808744358,570.155401323596,6.07018728372393,20.3279779585516,58.8667943393501,1196.6428978209
"242","Iran","IRN","nation",2020,0.0848876180921638,0.571271358815145,10.3997893328303,606.795983747485,6.7297371707957,18.2046398307105,58.3469495705974,1062.18520215335
"243","Iran","IRN","nation",2025,0.0906539651424755,0.671839035897792,11.1426314280324,638.023422143699,7.41102757989573,16.5852694360671,57.2596721218446,949.667089961653
"244","Iran","IRN","nation",2030,0.0960009414982191,0.781586623647899,11.9426152228655,673.907328520708,8.14144748426658,15.2799636809619,56.4287901723932,862.229864394788
"245","Iran","IRN","nation",2035,0.101173180064559,0.897664838317315,12.9711658162224,726.147078680264,8.87255730960033,14.4498985172874,55.9816356500592,808.928953975112
"246","Iran","IRN","nation",2040,0.106170680841496,1.00945909467525,14.0854289590256,783.392531919175,9.50788943495887,13.9534420298199,55.6172292798506,776.0517846156
"247","Iran","IRN","nation",2045,0.110958496271149,1.12836652771431,15.2854046512753,850.765803016318,10.1692665783513,13.5464889074992,55.6587033464854,753.980007488952
"248","Iran","IRN","nation",2050,0.115257045890472,1.22890410672919,16.3425260944476,907.25458020835,10.6622905110462,13.2984551072453,55.5149537449166,738.263120157573
"249","Iraq","IRQ","nation",2015,0.035572261,0.188465535167112,1.59104410525177,115.704478403698,5.29810391212164,8.4420958125898,72.7223576152145,613.92911070506
"250","Iraq","IRQ","nation",2020,0.0384706242070347,0.225967363036165,1.70837774133229,123.140134486096,5.87376388332282,7.56028533668761,72.080156224738,544.946548172038
"251","Iraq","IRQ","nation",2025,0.0410839025084595,0.265747079709117,1.83040472285602,129.477274260848,6.46839914135219,6.88776984815622,70.7369646964318,487.219932586174
"252","Iraq","IRQ","nation",2030,0.0435071242061443,0.309157925747167,1.9618183952662,136.759374300242,7.10591498262039,6.34568365189058,69.7105168502027,442.360887141174
"253","Iraq","IRQ","nation",2035,0.0458511556522707,0.355072862090547,2.13077883122214,147.360647269189,7.74403299195716,6.00096222132224,69.1581149155063,415.015234905816
"254","Iraq","IRQ","nation",2040,0.0481159968468388,0.399293271396882,2.31381930350774,158.977752522625,8.29855552339273,5.7947866123892,68.7079376862384,398.147837469086
"255","Iraq","IRQ","nation",2045,0.050285809739537,0.446327309905243,2.510939812123,172.650146351657,8.87581033729126,5.62578125155748,68.7591735644516,386.824069511478
"256","Iraq","IRQ","nation",2050,0.0522338899278718,0.486095121236014,2.68459359352216,184.113695562089,9.30612523607276,5.5227741983831,68.5815894094173,378.760632474434
"257","Ireland","IRL","nation",2015,0.004701957,0.307661903751453,0.590153551184114,38.9826240554897,65.4327344447116,1.9181885829481,66.0550529218591,126.706048360743
"258","Ireland","IRL","nation",2020,0.00480932647303706,0.332861865086102,0.595330336720816,39.6353657646615,69.2117424242779,1.78852070232443,66.5770973187424,119.074516855239
"259","Ireland","IRL","nation",2025,0.00486879264271913,0.359623119921522,0.599028040675604,38.5380321792737,73.8628950360636,1.66571059393046,64.3342707894094,107.16227640671
"260","Ireland","IRL","nation",2030,0.0049150441080274,0.384692455106704,0.613818856494755,38.3773728421865,78.2683627352219,1.59560929346664,62.522310020488,99.7611789176931
"261","Ireland","IRL","nation",2035,0.00495221046407869,0.409768010584718,0.627130590731991,39.4332785481996,82.7444660433976,1.53045277945711,62.8788949717361,96.233179578685
"262","Ireland","IRL","nation",2040,0.00497698803477955,0.435036395140516,0.644879569714972,40.2982118346563,87.409572235346,1.48235774504953,62.4895154493228,92.6318172106959
"263","Ireland","IRL","nation",2045,0.00498772498208326,0.459634543143693,0.656712222370292,41.3965558561265,92.1531449297578,1.42877038326727,63.036067315319,90.06406605777
"264","Ireland","IRL","nation",2050,0.00498276946794309,0.488740848376684,0.675940282935188,43.0506397228667,98.086185106701,1.38302391784986,63.6900045902347,88.0847996762622
"265","Israel","ISR","nation",2015,0.0083801,0.277141740754435,0.967571938114739,69.7939475953202,33.0714121256829,3.49125301544551,72.1330836974353,251.834845972054
"266","Israel","ISR","nation",2020,0.00906289532502226,0.332288809675481,1.03892680080757,74.2792000082908,36.6647520200356,3.1265777557246,71.4960861059249,223.538072440156
"267","Israel","ISR","nation",2025,0.00967853045414069,0.390785552412473,1.11313585800811,78.1018178312595,40.376537973829,2.84845704027767,70.163778544533,199.858508967658
"268","Israel","ISR","nation",2030,0.0102493921193232,0.454621931981502,1.19305330422407,82.4944439036922,44.3559897688371,2.62427573395781,69.1456480708917,181.457246341228
"269","Israel","ISR","nation",2035,0.0108015981745325,0.522140618480603,1.29580430650174,88.8892239523676,48.3392003705231,2.48171519440961,68.5977222844242,170.240009695146
"270","Israel","ISR","nation",2040,0.0113351486197685,0.587167474458086,1.40711789230255,95.8967628692169,51.8005977825529,2.39645067806459,68.1511928700551,163.320972364354
"271","Israel","ISR","nation",2045,0.0118463123330365,0.656331819521816,1.5269940616265,104.144069728651,55.4038928799357,2.32655802477934,68.2020135806682,158.675942002213
"272","Israel","ISR","nation",2050,0.0123052403383793,0.7148110552528,1.63259925841189,111.058982304962,58.0899710689393,2.28395916153606,68.0258684014071,155.36830535684
"273","Italy","ITA","nation",2015,0.060730582,2.06249778538809,6.0363495003682,329.751593303071,33.9614361902227,2.92671805183653,54.6276509143412,159.879732060427
"274","Italy","ITA","nation",2020,0.0621173685202881,2.23143278777489,6.08929993458195,335.273094839458,35.9228480041952,2.72887445588446,55.0593825959199,150.250142722775
"275","Italy","ITA","nation",2025,0.0628854349007553,2.41083435865267,6.12712167330606,325.990818262808,38.3369275008976,2.54149425542877,53.204560908762,135.219085912229
"276","Italy","ITA","nation",2030,0.063482819863341,2.57889367204222,6.27840862820251,324.631810918713,40.6234895928345,2.43453566785895,51.7060660022147,125.880261927061
"277","Italy","ITA","nation",2035,0.063962861351133,2.74699468490782,6.41456688760931,333.563651639338,42.9467135597299,2.33512169603071,52.0009624162881,121.428575552752
"278","Italy","ITA","nation",2040,0.064282889009661,2.91638838153128,6.59611123348505,340.88006853585,45.3680353584136,2.26173964868893,51.6789448312179,116.884318527174
"279","Italy","ITA","nation",2045,0.0644215676616898,3.0812889596093,6.7171407974022,350.1708923285,47.8300834868023,2.1799775631085,52.1309442350718,113.644288776117
"280","Italy","ITA","nation",2050,0.0643575621299842,3.27641123296159,6.91381383876758,364.162684921479,50.9094988145162,2.11017889610826,52.6717515706776,111.146818585501
"281","Japan","JPN","nation",2015,0.127141,5.98866923542766,17.978270858013,1209.88548040276,47.1025808781405,3.00204772567124,67.2970993683471,202.029104103018
"282","Japan","JPN","nation",2020,0.125737235015773,6.19850838105589,17.6113673711147,1124.44603264881,49.2973173799975,2.84122667720177,63.8477415724729,181.405906634794
"283","Japan","JPN","nation",2025,0.123631587539432,6.39619824953006,18.0699967297375,1109.55965034077,51.7359550000925,2.82511517385584,61.4034228636456,173.471741658771
"284","Japan","JPN","nation",2030,0.121024595425868,6.41798771399114,17.7948191145638,1088.38324733917,53.0304413859613,2.77264773750989,61.1629283968617,169.583255039038
"285","Japan","JPN","nation",2035,0.118016527602524,6.41046044445004,17.5196414993902,1063.22316456501,54.3183279043787,2.73297708506385,60.6874954948146,165.857534537244
"286","Japan","JPN","nation",2040,0.114707652996845,6.32805665157904,17.2444638842165,1034.81323776584,55.1668217965637,2.72508051581894,60.0084319648224,163.527808732184
"287","Japan","JPN","nation",2045,0.111499047318612,6.2751016500706,16.9692862690428,1007.76614878361,56.2794194298298,2.70422492181492,59.3876567821292,160.597581518425
"288","Japan","JPN","nation",2050,0.108290441640379,6.2751016500706,16.7858345255937,990.154090841698,57.9469577833062,2.6749900577953,58.9874807434798,157.7909245232
"289","Kazakhstan","KAZ","nation",2015,0.017542806,0.186260298083442,2.52279204004372,207.510820942128,10.617474655049,13.5444432657009,82.254429873075,1114.09045876844
"290","Kazakhstan","KAZ","nation",2020,0.0174972402701299,0.209785858825119,2.55162394907279,208.45033843852,11.989654116098,12.1629930795282,81.6932050329228,993.633887459916
"291","Kazakhstan","KAZ","nation",2025,0.0174243351023377,0.238318369098232,2.53720799455826,204.120388237759,13.677329304018,10.646296398212,80.4507902684964,856.502958668801
"292","Kazakhstan","KAZ","nation",2030,0.0172694116207792,0.266992920492804,2.55162394907279,200.770804120189,15.4604526405258,9.55689740523126,78.6835396309652,751.970515733583
"293","Kazakhstan","KAZ","nation",2035,0.0170780355553247,0.300514625157171,2.5948718126164,204.467601225556,17.5965569449511,8.63476049213669,78.7968023050016,680.391515449933
"294","Kazakhstan","KAZ","nation",2040,0.0168866594898701,0.336344498045249,2.65253563067454,206.20366616454,19.9177639749894,7.88636545592518,77.7383209408962,613.072808869908
"295","Kazakhstan","KAZ","nation",2045,0.0166952834244156,0.373426108316186,2.71019944873269,207.817185343126,22.3671619596514,7.25765924871518,76.6796648269938,556.514878620011
"296","Kazakhstan","KAZ","nation",2050,0.016494794212987,0.414662421389805,2.81111113033444,211.044223700297,25.1389872486754,6.77927631086648,75.0750197752548,508.954303100217
"297","Kuwait","KWT","nation",2015,0.003835591,0.137963712491277,1.53750210110734,98.5255602347507,35.9693493105175,11.1442499867822,64.0815776211236,714.141120557191
"298","Kuwait","KWT","nation",2020,0.00414810798708816,0.165416431596846,1.65088721180847,104.857226833472,39.8775615561935,9.9801887628191,63.5156818003367,633.898493766514
"299","Kuwait","KWT","nation",2025,0.00442988559839715,0.194536649196234,1.76880772693765,110.253476444614,43.9145988931684,9.09241386775099,62.3320866171797,566.749128763901
"300","Kuwait","KWT","nation",2030,0.00469117029252004,0.226314987216956,1.89579905092292,116.454385830018,48.2427567333912,8.37681619867941,61.4276000261344,514.567714944923
"301","Kuwait","KWT","nation",2035,0.00494391627114871,0.259926411561022,2.05907361033255,125.481662672516,52.5750027519437,7.92175599996364,60.9408338015903,482.758415810535
"302","Kuwait","KWT","nation",2040,0.00518812353428317,0.292297379708467,2.23595438302631,135.373948772345,56.3397108370615,7.64958750316687,60.5441460702432,463.137743168842
"303","Kuwait","KWT","nation",2045,0.00542208433882458,0.32672802805124,2.42644136900421,147.016369881194,60.2587506268981,7.42648674335243,60.5892941651946,449.965589906898
"304","Kuwait","KWT","nation",2050,0.00563213673998219,0.355839530501706,2.59425133284189,156.777898767706,63.1802008597595,7.2905090931977,60.4328103383731,440.585953299401
"305","Latvia","LVA","nation",2015,0.001977527,0.02837147792224,0.13954107582277,7.8461578587581,14.3469484473486,4.9183576620584,56.2283027595649,276.550903702045
"306","Latvia","LVA","nation",2020,0.0020226839488846,0.0306953280249972,0.140765120347531,7.97753727754394,15.1755433872524,4.58588095989385,56.6726846668296,259.894185559682
"307","Latvia","LVA","nation",2025,0.00204769395134376,0.0331631550177988,0.141639437865217,7.75667342491016,16.1953669863781,4.27098802237601,54.7635146101845,233.894314963312
"308","Latvia","LVA","nation",2030,0.00206714617547866,0.0354749592452933,0.145136707935964,7.72433700449692,17.1613210841652,4.09124382447937,53.2211121111071,217.740546256491
"309","Latvia","LVA","nation",2035,0.00208277742701563,0.0377873370858956,0.148284250999635,7.93686253488578,18.1427629259648,3.9241783738972,53.5246493230445,210.040271343923
"310","Latvia","LVA","nation",2040,0.00209319826137362,0.040117496932838,0.15248097508453,8.11095043346269,19.1656460227097,3.8008596433572,53.1931962591808,202.1798729627
"311","Latvia","LVA","nation",2045,0.00209771395626208,0.0423858499674208,0.155278791141127,8.33201765980976,20.2057338851615,3.6634582357197,53.6584397558652,196.575453039494
"312","Latvia","LVA","nation",2050,0.00209562978939048,0.0450699291018427,0.159825242233097,8.66494042846676,21.5066274253295,3.54616138560916,54.215093356964,192.255470579662
"313","Lithuania","LTU","nation",2015,0.00290491,0.044591709053709,0.216278051171475,11.2747827628683,15.3504614785687,4.85018528693251,52.130961518278,252.844822549597
"314","Lithuania","LTU","nation",2020,0.00289736477922078,0.0502238538033553,0.21874980032772,11.3258300076608,17.3343219202321,4.35549611911912,51.7752701519865,225.506988213321
"315","Lithuania","LTU","nation",2025,0.00288529242597403,0.0570546889827376,0.217513925749597,11.0905687925301,19.7743176633048,3.81237597869315,50.9878563145313,194.384878618577
"316","Lithuania","LTU","nation",2030,0.00285963867532468,0.063919529564382,0.21874980032772,10.9085742676177,22.352309792119,3.42226862147644,49.867813599258,170.661053702377
"317","Lithuania","LTU","nation",2035,0.00282794874805195,0.0719448044982176,0.222457424062088,11.1094340786491,25.4406323833759,3.09205682903203,49.9395968711227,154.416071544462
"318","Lithuania","LTU","nation",2040,0.00279625882077922,0.080522667218811,0.227400922374579,11.2037605092439,28.7965715549793,2.82406097846515,49.2687557827443,139.137970663578
"319","Lithuania","LTU","nation",2045,0.00276456889350649,0.0894002025468383,0.23234442068707,11.2914286035615,32.3378457873936,2.5989249919802,48.597803941973,126.302047220147
"320","Lithuania","LTU","nation",2050,0.00273136992207792,0.0992723958910297,0.240995542733929,11.4667647921967,36.3452768109517,2.42761888207541,47.5808168985787,115.508089527562
"321","Luxembourg","LUX","nation",2015,0.000569604,0.0613111562560234,0.146413590194919,10.1480491719726,107.638212259786,2.38804157572115,69.3108416948358,165.517171615495
"322","Luxembourg","LUX","nation",2020,0.000582610941858423,0.0663330284741794,0.147697919933471,10.3179724421928,113.854759168424,2.22661204125429,69.8586171480302,155.548038127177
"323","Luxembourg","LUX","nation",2025,0.000589814786580011,0.0716660367433708,0.148615298318151,10.032311960058,121.506002178955,2.07372006422412,67.5052438987881,139.98697871326
"324","Luxembourg","LUX","nation",2030,0.000595417776919023,0.0766618776584522,0.152284811856871,9.99048874029788,128.753088386338,1.98644771701703,65.6039733607033,130.318863109615
"325","Luxembourg","LUX","nation",2035,0.000599920179870016,0.0816589581593942,0.155587374041719,10.2653646185952,136.11637164312,1.90533136288636,65.9781340344666,125.710208040589
"326","Luxembourg","LUX","nation",2040,0.000602921781837344,0.0866944658220179,0.159990790288183,10.4905261035929,143.790568583913,1.84545563285021,65.5695623772896,121.005718232692
"327","Luxembourg","LUX","nation",2045,0.000604222476023186,0.0915964081081513,0.162926401119159,10.7764496248457,151.593844557077,1.77874225075273,66.143053248713,117.651443407273
"328","Luxembourg","LUX","nation",2050,0.000603622155629721,0.0973967402468262,0.167696768719494,11.2070446609919,161.353819336234,1.72179036274224,66.8292224505401,115.065911164897
"329","Malaysia","MYS","nation",2015,0.030270962,0.330321318798887,3.78757113736741,245.746721719631,10.9121513481761,11.4663236122323,64.8824042656634,743.962644049781
"330","Malaysia","MYS","nation",2020,0.0322403074465252,0.408068933010119,4.14081611390944,275.702421162486,12.6571042688397,10.1473446737656,66.5816625462724,675.627078809376
"331","Malaysia","MYS","nation",2025,0.03407531827869,0.506520734799738,4.700120660101,314.789057740675,14.864739652821,9.2792265689958,66.9746758658555,621.473191744328
"332","Malaysia","MYS","nation",2030,0.035735694112186,0.613361991606425,5.37717353180658,340.708467927115,17.1638471518388,8.76672112943206,63.3619997405304,555.476981928376
"333","Malaysia","MYS","nation",2035,0.0372214349470134,0.731572298519129,6.01497696167414,383.634248528116,19.65459686228,8.22198567913225,63.7798367263139,524.396904181146
"334","Malaysia","MYS","nation",2040,0.0385325407831721,0.86504216534477,6.78034107751523,432.204608449143,22.4496528846224,7.83816251871707,63.7437856750905,499.634151679628
"335","Malaysia","MYS","nation",2045,0.0396582648515133,1.01037478414647,7.59476699565382,483.92929210783,25.4770295152719,7.51678200487712,63.7187806268137,478.960183588346
"336","Malaysia","MYS","nation",2050,0.0405798003060264,1.17167970147632,8.47787943700891,541.692845553751,28.873471348806,7.23566297711459,63.8948512512542,462.321609626944
"337","Mexico","MEX","nation",2015,0.121858258,1.22311588881633,7.28710237537013,463.121335428783,10.0372014904097,5.95781842260444,63.5535651309221,378.640601159199
"338","Mexico","MEX","nation",2020,0.129437143368274,1.35376417801892,7.13039049632991,454.386666604933,10.4588539486475,5.26708463121281,63.7253551315051,335.646838631729
"339","Mexico","MEX","nation",2025,0.136249624598183,1.54303926264411,7.44381425441035,476.085422841024,11.3250900117686,4.82412498153472,63.9571873463864,308.537465226399
"340","Mexico","MEX","nation",2030,0.142295701689727,1.74146072711782,7.99230583105111,488.957566370909,12.2383227774163,4.58942639738919,61.1785355449296,280.774385983513
"341","Mexico","MEX","nation",2035,0.147405062612159,1.95192742406967,8.54079740769188,503.116924253782,13.2419293440784,4.37557119305427,58.9074884039133,257.753909315342
"342","Mexico","MEX","nation",2040,0.151577707365479,2.15719617837535,9.08928898433264,534.193956490218,14.2316189884968,4.21347352431249,58.7718090393008,247.633461363044
